user_id,nama,gender,usia,kota,pekerjaan,pendapatan_bulanan,saldo_saat_ini,tujuan,usia_target_tujuan,persona
U0254,Nasabah0254,pria,39,Jakarta,Karyawan BUMN,9000000,18287943,Dana darurat,49,Penabung Disiplin
U0255,Nasabah0255,wanita,22,Medan,Wiraswasta,4000000,3571746,Dana pensiun,36,Defisit
U0256,Nasabah0256,pria,36,Jakarta,Karyawan BUMN,10000000,15395790,Liburan,43,Konsumtif
U0257,Nasabah0257,wanita,28,Surabaya,Karyawan swasta,6000000,5673359,Dana pensiun,39,Defisit
U0258,Nasabah0258,pria,47,Jakarta,Freelancer,4000000,5004705,Menikah,55,Berkembang
U0259,Nasabah0259,wanita,24,Bandung,Karyawan BUMN,12000000,22564704,Beli mobil,47,Penabung Disiplin
U0260,Nasabah0260,pria,20,Surabaya,Guru,6000000,13657770,Liburan,32,Penabung Disiplin
U0261,Nasabah0261,wanita,20,Jakarta,Karyawan BUMN,12000000,35610229,Dana pensiun,44,Berkembang
U0262,Nasabah0262,pria,28,Yogyakarta,PNS,10000000,21836384,Dana pendidikan anak,52,Penabung Disiplin
U0263,Nasabah0263,wanita,35,Makassar,PNS,4500000,7021733,Beli rumah,39,Numpang Lewat
U0264,Nasabah0264,pria,33,Medan,Karyawan swasta,4000000,2745460,Beli rumah,51,Defisit
U0265,Nasabah0265,wanita,26,Semarang,PNS,8000000,16067432,Liburan,43,Penabung Disiplin
U0266,Nasabah0266,pria,35,Surabaya,Wiraswasta,8000000,19800257,Dana pendidikan anak,47,Berkembang
U0267,Nasabah0267,wanita,30,Medan,PNS,5000000,2755888,Dana darurat,35,Berkembang
U0268,Nasabah0268,pria,23,Denpasar,Guru,4500000,5904084,Dana darurat,30,Numpang Lewat
U0269,Nasabah0269,wanita,30,Jakarta,PNS,5000000,9690224,Dana pendidikan anak,40,Penabung Disiplin
U0270,Nasabah0270,pria,23,Makassar,Karyawan BUMN,4500000,8163528,Beli mobil,30,Penabung Disiplin
U0271,Nasabah0271,wanita,25,Yogyakarta,Freelancer,12000000,33357713,Menikah,36,Konsumtif
U0272,Nasabah0272,pria,39,Makassar,PNS,6000000,4353997,Dana darurat,51,Defisit
U0273,Nasabah0273,wanita,38,Surabaya,Freelancer,6000000,4283164,Dana darurat,44,Defisit
U0274,Nasabah0274,pria,25,Denpasar,Guru,5000000,4456243,Liburan,34,Defisit
U0275,Nasabah0275,wanita,33,Jakarta,Freelancer,8000000,18084995,Dana pendidikan anak,44,Penabung Disiplin
U0276,Nasabah0276,pria,27,Makassar,Guru,8000000,17376861,Liburan,43,Konsumtif
U0277,Nasabah0277,wanita,32,Yogyakarta,Karyawan swasta,4500000,9021253,Beli mobil,54,Penabung Disiplin
U0278,Nasabah0278,pria,24,Bandung,Guru,4500000,3929065,Dana darurat,32,Konsumtif
U0279,Nasabah0279,wanita,38,Jakarta,Wiraswasta,12000000,31224881,Menikah,46,Konsumtif
U0280,Nasabah0280,pria,32,Jakarta,PNS,6000000,12615509,Liburan,56,Konsumtif
U0281,Nasabah0281,wanita,38,Jakarta,Karyawan BUMN,4000000,7277005,Dana pendidikan anak,51,Konsumtif
U0282,Nasabah0282,pria,36,Denpasar,Wiraswasta,10000000,23332428,Beli rumah,42,Berkembang
U0283,Nasabah0283,wanita,36,Makassar,Guru,5000000,6222097,Beli mobil,40,Berkembang
U0284,Nasabah0284,pria,39,Semarang,Wiraswasta,4000000,3521897,Dana pensiun,50,Defisit
U0285,Nasabah0285,wanita,31,Surabaya,Guru,8000000,11178895,Beli mobil,42,Numpang Lewat
U0286,Nasabah0286,pria,42,Medan,Freelancer,8000000,16615664,Beli mobil,47,Konsumtif
U0287,Nasabah0287,wanita,37,Yogyakarta,Guru,4000000,2547119,Beli mobil,45,Defisit
U0288,Nasabah0288,pria,23,Medan,PNS,4500000,4519893,Beli mobil,30,Konsumtif
U0289,Nasabah0289,wanita,21,Denpasar,Guru,8000000,13178689,Menikah,25,Berkembang
U0290,Nasabah0290,pria,38,Bandung,Karyawan BUMN,9000000,14204149,Dana pendidikan anak,47,Numpang Lewat
U0291,Nasabah0291,wanita,31,Bandung,Freelancer,10000000,21611688,Dana pensiun,46,Berkembang
U0292,Nasabah0292,pria,31,Yogyakarta,Wiraswasta,5000000,4571515,Liburan,37,Defisit
U0293,Nasabah0293,wanita,41,Medan,Karyawan swasta,12000000,24383788,Menikah,61,Penabung Disiplin
U0294,Nasabah0294,pria,37,Jakarta,PNS,6000000,12706138,Menikah,47,Berkembang
U0295,Nasabah0295,wanita,40,Surabaya,Karyawan swasta,4500000,5930359,Beli mobil,60,Berkembang
U0296,Nasabah0296,pria,38,Bandung,PNS,6000000,4065601,Dana pensiun,46,Defisit
U0297,Nasabah0297,wanita,24,Medan,Wiraswasta,9000000,19792963,Dana pendidikan anak,33,Berkembang
U0298,Nasabah0298,pria,35,Jakarta,Freelancer,7000000,11407117,Dana pendidikan anak,58,Berkembang
U0299,Nasabah0299,wanita,24,Semarang,Freelancer,4000000,3511974,Dana pensiun,47,Defisit
U0300,Nasabah0300,pria,34,Denpasar,Wiraswasta,6000000,14310394,Beli rumah,38,Penabung Disiplin
U0301,Nasabah0301,wanita,37,Yogyakarta,Guru,8000000,17506505,Beli mobil,49,Berkembang
U0302,Nasabah0302,pria,31,Surabaya,Karyawan swasta,10000000,29814001,Menikah,55,Penabung Disiplin
U0303,Nasabah0303,wanita,37,Yogyakarta,Wiraswasta,7000000,11630000,Dana pensiun,48,Konsumtif
U0304,Nasabah0304,pria,34,Makassar,Karyawan swasta,7000000,10508102,Dana pensiun,47,Berkembang
U0305,Nasabah0305,wanita,30,Surabaya,Freelancer,8000000,8560355,Dana pensiun,37,Numpang Lewat
U0306,Nasabah0306,pria,25,Surabaya,Wiraswasta,6000000,5667608,Dana pensiun,49,Berkembang
U0307,Nasabah0307,wanita,34,Semarang,Freelancer,9000000,9043865,Beli mobil,51,Numpang Lewat
U0308,Nasabah0308,pria,38,Jakarta,Karyawan BUMN,4500000,7363325,Menikah,56,Numpang Lewat
U0309,Nasabah0309,wanita,27,Medan,Freelancer,5000000,6499100,Menikah,49,Berkembang
U0310,Nasabah0310,pria,30,Denpasar,PNS,12000000,25469767,Dana darurat,50,Berkembang
U0311,Nasabah0311,wanita,30,Makassar,Karyawan BUMN,4500000,4419610,Beli mobil,36,Numpang Lewat
U0312,Nasabah0312,pria,33,Denpasar,Guru,4000000,2674577,Dana pensiun,53,Defisit
U0313,Nasabah0313,wanita,23,Yogyakarta,Karyawan BUMN,8000000,12428615,Dana pensiun,31,Numpang Lewat
U0314,Nasabah0314,pria,28,Yogyakarta,PNS,9000000,13521872,Menikah,32,Berkembang
U0315,Nasabah0315,wanita,30,Makassar,Guru,7000000,19359978,Beli rumah,52,Berkembang
U0316,Nasabah0316,pria,29,Semarang,Karyawan BUMN,7000000,13849045,Liburan,42,Berkembang
U0317,Nasabah0317,wanita,30,Semarang,Freelancer,5000000,10474021,Menikah,36,Konsumtif
U0318,Nasabah0318,pria,36,Makassar,Karyawan BUMN,5000000,9066921,Menikah,41,Konsumtif
U0319,Nasabah0319,wanita,23,Yogyakarta,Wiraswasta,7000000,10911363,Beli mobil,32,Penabung Disiplin
U0320,Nasabah0320,pria,29,Surabaya,Karyawan swasta,4500000,4651183,Beli rumah,42,Defisit
U0321,Nasabah0321,wanita,28,Semarang,Karyawan swasta,6000000,4191794,Beli rumah,36,Defisit
U0322,Nasabah0322,pria,32,Semarang,Karyawan swasta,9000000,10041577,Dana pendidikan anak,47,Konsumtif
U0323,Nasabah0323,wanita,30,Makassar,Karyawan BUMN,4500000,3869538,Dana pendidikan anak,33,Numpang Lewat
U0324,Nasabah0324,pria,26,Denpasar,PNS,6000000,6312240,Dana darurat,49,Numpang Lewat
U0325,Nasabah0325,wanita,28,Denpasar,Karyawan BUMN,5000000,5398367,Liburan,32,Numpang Lewat
U0326,Nasabah0326,pria,38,Denpasar,PNS,8000000,23567285,Dana darurat,61,Penabung Disiplin
U0327,Nasabah0327,wanita,39,Bandung,Karyawan BUMN,7000000,7857370,Dana pendidikan anak,54,Numpang Lewat
U0328,Nasabah0328,pria,34,Medan,Guru,4500000,3497525,Beli rumah,39,Defisit
U0329,Nasabah0329,wanita,32,Bandung,Guru,9000000,18680192,Dana pensiun,36,Penabung Disiplin
U0330,Nasabah0330,pria,24,Yogyakarta,Karyawan swasta,7000000,11670903,Dana pensiun,35,Berkembang
U0331,Nasabah0331,wanita,20,Surabaya,Wiraswasta,9000000,16267537,Dana darurat,29,Berkembang
U0332,Nasabah0332,pria,29,Denpasar,Karyawan BUMN,4000000,3315818,Dana pensiun,34,Defisit
U0333,Nasabah0333,wanita,21,Makassar,Karyawan BUMN,12000000,16758471,Dana darurat,24,Numpang Lewat
U0334,Nasabah0334,pria,37,Bandung,Karyawan BUMN,9000000,14265398,Dana pensiun,48,Numpang Lewat
U0335,Nasabah0335,wanita,28,Jakarta,PNS,7000000,6180711,Dana pendidikan anak,47,Numpang Lewat
U0336,Nasabah0336,pria,27,Makassar,Guru,5000000,11350911,Dana pensiun,49,Penabung Disiplin
U0337,Nasabah0337,wanita,20,Jakarta,Karyawan BUMN,5000000,7283597,Dana darurat,44,Penabung Disiplin
U0338,Nasabah0338,pria,47,Bandung,Guru,12000000,30639544,Dana pendidikan anak,54,Penabung Disiplin
U0339,Nasabah0339,wanita,27,Surabaya,Wiraswasta,5000000,3699848,Dana darurat,45,Defisit
U0340,Nasabah0340,pria,24,Yogyakarta,Karyawan swasta,4000000,3632033,Liburan,41,Defisit
U0341,Nasabah0341,wanita,20,Surabaya,Wiraswasta,6000000,10146374,Menikah,29,Konsumtif
U0342,Nasabah0342,pria,44,Denpasar,Freelancer,10000000,21536728,Beli mobil,48,Penabung Disiplin
U0343,Nasabah0343,wanita,33,Denpasar,Freelancer,5000000,7382656,Dana pendidikan anak,54,Penabung Disiplin
U0344,Nasabah0344,pria,30,Bandung,Guru,9000000,6598002,Beli rumah,40,Berkembang
U0345,Nasabah0345,wanita,52,Makassar,Guru,5000000,4937878,Beli rumah,62,Defisit
U0346,Nasabah0346,pria,24,Bandung,Karyawan swasta,5000000,8593689,Dana darurat,33,Numpang Lewat
U0347,Nasabah0347,wanita,27,Semarang,Wiraswasta,12000000,16108198,Beli rumah,41,Berkembang
U0348,Nasabah0348,pria,45,Yogyakarta,Wiraswasta,5000000,5531214,Dana pendidikan anak,61,Numpang Lewat
U0349,Nasabah0349,wanita,34,Denpasar,Karyawan swasta,6000000,6953923,Dana darurat,57,Konsumtif
U0350,Nasabah0350,pria,23,Medan,Karyawan swasta,10000000,21845410,Dana pensiun,43,Numpang Lewat
U0351,Nasabah0351,wanita,42,Semarang,Wiraswasta,6000000,12067131,Beli mobil,65,Penabung Disiplin
U0352,Nasabah0352,pria,29,Yogyakarta,Wiraswasta,10000000,22649868,Beli mobil,34,Penabung Disiplin
U0353,Nasabah0353,wanita,30,Denpasar,Guru,6000000,7042989,Dana darurat,39,Defisit
U0354,Nasabah0354,pria,23,Semarang,Karyawan BUMN,4500000,4480385,Liburan,30,Defisit
U0355,Nasabah0355,wanita,27,Yogyakarta,Karyawan swasta,10000000,17139191,Dana darurat,31,Berkembang
U0356,Nasabah0356,pria,23,Yogyakarta,Freelancer,5000000,5279263,Dana pendidikan anak,34,Konsumtif
U0357,Nasabah0357,wanita,42,Semarang,Karyawan swasta,7000000,10283911,Beli rumah,60,Penabung Disiplin
U0358,Nasabah0358,pria,27,Semarang,Karyawan BUMN,8000000,8039796,Dana pensiun,50,Berkembang
U0359,Nasabah0359,wanita,22,Yogyakarta,Guru,12000000,17033623,Beli rumah,46,Berkembang
U0360,Nasabah0360,pria,20,Jakarta,Karyawan swasta,8000000,15092515,Dana pendidikan anak,36,Berkembang
U0361,Nasabah0361,wanita,22,Yogyakarta,Karyawan BUMN,12000000,26047506,Beli rumah,43,Konsumtif
U0362,Nasabah0362,pria,30,Yogyakarta,Wiraswasta,5000000,8021890,Beli mobil,46,Konsumtif
U0363,Nasabah0363,wanita,31,Makassar,Freelancer,5000000,4475995,Menikah,52,Berkembang
U0364,Nasabah0364,pria,20,Jakarta,PNS,4500000,6937826,Beli rumah,42,Berkembang
U0365,Nasabah0365,wanita,27,Medan,Guru,7000000,12394550,Beli mobil,41,Penabung Disiplin
U0366,Nasabah0366,pria,33,Medan,Karyawan BUMN,4500000,8030970,Liburan,57,Penabung Disiplin
U0367,Nasabah0367,wanita,30,Yogyakarta,Wiraswasta,8000000,14391301,Menikah,46,Numpang Lewat
U0368,Nasabah0368,pria,35,Surabaya,Guru,7000000,14400511,Dana pendidikan anak,43,Konsumtif
U0369,Nasabah0369,wanita,31,Bandung,Guru,6000000,13073237,Dana pendidikan anak,42,Penabung Disiplin
U0370,Nasabah0370,pria,25,Bandung,PNS,12000000,35006806,Dana darurat,33,Penabung Disiplin
U0371,Nasabah0371,wanita,22,Denpasar,Karyawan swasta,8000000,19480759,Dana darurat,36,Penabung Disiplin
U0372,Nasabah0372,pria,26,Yogyakarta,Karyawan swasta,8000000,18293633,Dana darurat,36,Berkembang
U0373,Nasabah0373,wanita,40,Bandung,Karyawan BUMN,6000000,9009044,Beli mobil,43,Numpang Lewat
U0374,Nasabah0374,pria,27,Jakarta,Wiraswasta,10000000,26123731,Liburan,51,Berkembang
U0375,Nasabah0375,wanita,29,Makassar,PNS,6000000,10521061,Beli rumah,47,Berkembang
U0376,Nasabah0376,pria,31,Yogyakarta,Freelancer,5000000,7211637,Beli mobil,42,Berkembang
U0377,Nasabah0377,wanita,26,Semarang,Karyawan swasta,9000000,19149762,Beli rumah,29,Berkembang
U0378,Nasabah0378,pria,36,Surabaya,PNS,4000000,4840355,Dana darurat,40,Penabung Disiplin
U0379,Nasabah0379,wanita,43,Surabaya,Guru,8000000,10653109,Beli rumah,67,Berkembang
U0380,Nasabah0380,pria,33,Jakarta,Karyawan swasta,4000000,2682832,Menikah,45,Defisit
U0381,Nasabah0381,wanita,31,Surabaya,Wiraswasta,4000000,6592786,Dana pensiun,47,Penabung Disiplin
U0382,Nasabah0382,pria,31,Makassar,Freelancer,4500000,6950196,Dana darurat,47,Numpang Lewat
U0383,Nasabah0383,wanita,27,Bandung,Wiraswasta,4000000,6461634,Dana darurat,40,Berkembang
U0384,Nasabah0384,pria,23,Jakarta,Wiraswasta,9000000,16699106,Menikah,35,Penabung Disiplin
U0385,Nasabah0385,wanita,34,Medan,Freelancer,10000000,23900772,Beli rumah,44,Berkembang
U0386,Nasabah0386,pria,27,Yogyakarta,Karyawan BUMN,7000000,12995000,Liburan,51,Berkembang
U0387,Nasabah0387,wanita,33,Semarang,Wiraswasta,4500000,5545768,Menikah,46,Konsumtif
U0388,Nasabah0388,pria,34,Yogyakarta,Karyawan BUMN,12000000,27047474,Beli mobil,45,Berkembang
U0389,Nasabah0389,wanita,34,Semarang,Wiraswasta,4500000,5240121,Dana pensiun,46,Berkembang
U0390,Nasabah0390,pria,20,Semarang,Freelancer,9000000,16511771,Beli mobil,29,Numpang Lewat
U0391,Nasabah0391,wanita,36,Yogyakarta,Karyawan BUMN,9000000,14174163,Menikah,51,Berkembang
U0392,Nasabah0392,pria,30,Surabaya,Freelancer,12000000,21289226,Beli rumah,46,Numpang Lewat
U0393,Nasabah0393,wanita,25,Semarang,Freelancer,8000000,16023459,Menikah,46,Konsumtif
U0394,Nasabah0394,pria,20,Surabaya,Freelancer,7000000,6286185,Beli mobil,41,Defisit
U0395,Nasabah0395,wanita,31,Makassar,Karyawan swasta,10000000,27434473,Dana pendidikan anak,47,Konsumtif
U0396,Nasabah0396,pria,27,Surabaya,Freelancer,4000000,3441866,Menikah,47,Defisit
U0397,Nasabah0397,wanita,31,Surabaya,Guru,5000000,3192416,Dana darurat,39,Numpang Lewat
U0398,Nasabah0398,pria,27,Semarang,Karyawan BUMN,7000000,17706179,Beli rumah,43,Berkembang
U0399,Nasabah0399,wanita,20,Jakarta,Guru,8000000,18358099,Liburan,34,Berkembang
U0400,Nasabah0400,pria,37,Denpasar,Freelancer,7000000,16127534,Beli rumah,43,Berkembang
U0401,Nasabah0401,wanita,24,Bandung,Wiraswasta,9000000,22459667,Beli rumah,35,Penabung Disiplin
U0402,Nasabah0402,pria,30,Bandung,Freelancer,7000000,8600299,Beli rumah,46,Defisit
U0403,Nasabah0403,wanita,20,Makassar,Karyawan swasta,5000000,6278789,Beli rumah,34,Defisit
U0404,Nasabah0404,pria,38,Surabaya,Wiraswasta,6000000,7123428,Dana pendidikan anak,57,Berkembang
U0405,Nasabah0405,wanita,20,Surabaya,Karyawan swasta,12000000,19705812,Dana darurat,27,Berkembang
U0406,Nasabah0406,pria,41,Makassar,Karyawan BUMN,8000000,23262132,Dana pendidikan anak,52,Konsumtif
U0407,Nasabah0407,wanita,29,Medan,Guru,8000000,6458551,Beli rumah,33,Berkembang
U0408,Nasabah0408,pria,29,Jakarta,Guru,12000000,21663445,Dana darurat,43,Berkembang
U0409,Nasabah0409,wanita,24,Makassar,Karyawan BUMN,10000000,14433705,Dana darurat,34,Numpang Lewat
U0410,Nasabah0410,pria,25,Makassar,PNS,6000000,4260219,Dana pensiun,40,Defisit
U0411,Nasabah0411,wanita,37,Medan,Freelancer,7000000,15100713,Dana darurat,43,Penabung Disiplin
U0412,Nasabah0412,pria,24,Makassar,Freelancer,4500000,2970800,Dana pensiun,33,Defisit
U0413,Nasabah0413,wanita,30,Semarang,Karyawan BUMN,10000000,17626129,Dana pendidikan anak,37,Numpang Lewat
U0414,Nasabah0414,pria,32,Bandung,Karyawan BUMN,5000000,3015737,Beli mobil,55,Numpang Lewat
U0415,Nasabah0415,wanita,35,Yogyakarta,Karyawan BUMN,9000000,15537578,Menikah,55,Penabung Disiplin
U0416,Nasabah0416,pria,36,Surabaya,PNS,8000000,20432928,Beli rumah,56,Penabung Disiplin
U0417,Nasabah0417,wanita,32,Jakarta,Karyawan BUMN,6000000,16458750,Dana darurat,49,Berkembang
U0418,Nasabah0418,pria,31,Surabaya,PNS,12000000,32153756,Menikah,48,Konsumtif
U0419,Nasabah0419,wanita,37,Yogyakarta,Guru,8000000,12164475,Menikah,42,Berkembang
U0420,Nasabah0420,pria,28,Jakarta,Guru,9000000,15988765,Dana pendidikan anak,31,Penabung Disiplin
U0421,Nasabah0421,wanita,38,Makassar,PNS,5000000,9255742,Beli mobil,58,Konsumtif
U0422,Nasabah0422,pria,30,Jakarta,Karyawan BUMN,7000000,14917603,Liburan,34,Konsumtif
U0423,Nasabah0423,wanita,31,Bandung,Freelancer,6000000,13189493,Dana darurat,37,Penabung Disiplin
U0424,Nasabah0424,pria,20,Surabaya,Guru,10000000,22022831,Beli mobil,32,Penabung Disiplin
U0425,Nasabah0425,wanita,34,Makassar,Guru,4000000,6543744,Liburan,57,Konsumtif
U0426,Nasabah0426,pria,30,Semarang,PNS,4000000,6108525,Menikah,49,Penabung Disiplin
U0427,Nasabah0427,wanita,26,Denpasar,Wiraswasta,4000000,5004848,Dana darurat,47,Berkembang
U0428,Nasabah0428,pria,30,Makassar,PNS,8000000,11932988,Beli rumah,42,Berkembang
U0429,Nasabah0429,wanita,38,Yogyakarta,Wiraswasta,7000000,12900675,Menikah,46,Berkembang
U0430,Nasabah0430,pria,43,Makassar,Karyawan swasta,5000000,4387130,Dana darurat,58,Defisit
U0431,Nasabah0431,wanita,32,Medan,Guru,8000000,14733362,Dana pensiun,43,Penabung Disiplin
U0432,Nasabah0432,pria,35,Semarang,PNS,4500000,3851527,Menikah,50,Defisit
U0433,Nasabah0433,wanita,30,Semarang,Guru,9000000,9900601,Beli rumah,52,Defisit
U0434,Nasabah0434,pria,23,Denpasar,Freelancer,5000000,5978640,Beli rumah,44,Numpang Lewat
U0435,Nasabah0435,wanita,35,Bandung,PNS,10000000,20077476,Beli mobil,45,Berkembang
U0436,Nasabah0436,pria,29,Makassar,Wiraswasta,4500000,4587630,Menikah,53,Numpang Lewat
U0437,Nasabah0437,wanita,34,Surabaya,Karyawan swasta,4000000,1664985,Dana pensiun,42,Defisit
U0438,Nasabah0438,pria,31,Jakarta,PNS,4500000,2317327,Beli rumah,51,Defisit
U0439,Nasabah0439,wanita,35,Medan,Wiraswasta,8000000,12545160,Dana pendidikan anak,47,Numpang Lewat
U0440,Nasabah0440,pria,29,Makassar,Wiraswasta,4000000,1314201,Liburan,44,Defisit
U0441,Nasabah0441,wanita,21,Medan,Karyawan BUMN,4000000,7062842,Dana pendidikan anak,25,Konsumtif
U0442,Nasabah0442,pria,32,Yogyakarta,Karyawan BUMN,6000000,10098489,Dana pendidikan anak,55,Defisit
U0443,Nasabah0443,wanita,32,Medan,Wiraswasta,9000000,14577917,Beli mobil,50,Berkembang
U0444,Nasabah0444,pria,22,Semarang,Guru,6000000,7619194,Dana darurat,43,Berkembang
U0445,Nasabah0445,wanita,23,Yogyakarta,Freelancer,9000000,20477774,Dana darurat,44,Penabung Disiplin
U0446,Nasabah0446,pria,26,Denpasar,Karyawan swasta,6000000,6970991,Dana pensiun,30,Numpang Lewat
U0447,Nasabah0447,wanita,39,Denpasar,Karyawan swasta,6000000,17079718,Beli rumah,50,Penabung Disiplin
U0448,Nasabah0448,pria,44,Semarang,PNS,4500000,5109637,Liburan,61,Penabung Disiplin
U0449,Nasabah0449,wanita,25,Denpasar,PNS,5000000,7514045,Dana darurat,42,Penabung Disiplin
U0450,Nasabah0450,pria,40,Yogyakarta,Freelancer,6000000,3714940,Menikah,55,Defisit
U0451,Nasabah0451,wanita,20,Makassar,Wiraswasta,4500000,5899026,Dana pendidikan anak,25,Defisit
U0452,Nasabah0452,pria,29,Denpasar,PNS,9000000,20248799,Menikah,41,Berkembang
U0453,Nasabah0453,wanita,30,Semarang,Karyawan swasta,4500000,6818714,Liburan,43,Penabung Disiplin
U0454,Nasabah0454,pria,45,Yogyakarta,Freelancer,4000000,5461006,Dana darurat,63,Penabung Disiplin
U0455,Nasabah0455,wanita,23,Surabaya,Freelancer,12000000,22346040,Beli rumah,27,Konsumtif
U0456,Nasabah0456,pria,37,Makassar,Wiraswasta,8000000,15523998,Beli mobil,57,Konsumtif
U0457,Nasabah0457,wanita,20,Denpasar,Freelancer,9000000,25307072,Beli rumah,27,Berkembang
U0458,Nasabah0458,pria,27,Surabaya,Karyawan BUMN,8000000,12234221,Menikah,47,Konsumtif
U0459,Nasabah0459,wanita,34,Surabaya,Karyawan swasta,8000000,20825033,Beli mobil,46,Konsumtif
U0460,Nasabah0460,pria,25,Makassar,Wiraswasta,12000000,23633888,Liburan,32,Berkembang
U0461,Nasabah0461,wanita,22,Surabaya,Freelancer,10000000,21450553,Beli rumah,40,Penabung Disiplin
U0462,Nasabah0462,pria,25,Surabaya,Karyawan BUMN,12000000,31721334,Menikah,34,Penabung Disiplin
U0463,Nasabah0463,wanita,26,Medan,Karyawan BUMN,9000000,23648687,Dana pensiun,47,Penabung Disiplin
U0464,Nasabah0464,pria,30,Denpasar,Karyawan BUMN,5000000,4956945,Liburan,41,Konsumtif
U0465,Nasabah0465,wanita,27,Medan,Wiraswasta,9000000,17531339,Dana pensiun,33,Penabung Disiplin
U0466,Nasabah0466,pria,28,Surabaya,Freelancer,8000000,16566247,Dana pensiun,33,Numpang Lewat
U0467,Nasabah0467,wanita,28,Semarang,Karyawan BUMN,7000000,10322581,Dana pensiun,38,Konsumtif
U0468,Nasabah0468,pria,29,Surabaya,Karyawan swasta,6000000,9120330,Beli rumah,45,Berkembang
U0469,Nasabah0469,wanita,32,Bandung,Freelancer,7000000,20709030,Dana pendidikan anak,46,Konsumtif
U0470,Nasabah0470,pria,37,Semarang,Wiraswasta,8000000,14063150,Dana darurat,55,Penabung Disiplin
U0471,Nasabah0471,wanita,26,Makassar,Freelancer,7000000,4653075,Menikah,41,Defisit
U0472,Nasabah0472,pria,33,Yogyakarta,Karyawan BUMN,12000000,21994885,Beli mobil,53,Berkembang
U0473,Nasabah0473,wanita,20,Semarang,Freelancer,10000000,23336824,Liburan,32,Berkembang
U0474,Nasabah0474,pria,28,Bandung,Wiraswasta,5000000,11142091,Liburan,34,Penabung Disiplin
U0475,Nasabah0475,wanita,30,Semarang,Freelancer,10000000,18765097,Dana pendidikan anak,40,Penabung Disiplin
U0476,Nasabah0476,pria,20,Denpasar,PNS,5000000,11629106,Dana darurat,27,Penabung Disiplin
U0477,Nasabah0477,wanita,22,Bandung,Karyawan BUMN,4000000,4753821,Dana darurat,28,Defisit
U0478,Nasabah0478,pria,40,Jakarta,Wiraswasta,7000000,4749490,Beli rumah,50,Konsumtif
U0479,Nasabah0479,wanita,31,Medan,PNS,5000000,8588884,Dana darurat,42,Berkembang
U0480,Nasabah0480,pria,29,Denpasar,Freelancer,12000000,16545115,Beli mobil,40,Berkembang
U0481,Nasabah0481,wanita,23,Denpasar,Karyawan swasta,5000000,3957644,Dana pendidikan anak,45,Defisit
U0482,Nasabah0482,pria,31,Yogyakarta,PNS,4500000,2587737,Liburan,51,Defisit
U0483,Nasabah0483,wanita,29,Bandung,Guru,4000000,6027245,Dana pensiun,38,Konsumtif
U0484,Nasabah0484,pria,29,Surabaya,Guru,10000000,20471185,Beli rumah,37,Berkembang
U0485,Nasabah0485,wanita,46,Jakarta,Guru,4000000,7172145,Beli rumah,52,Penabung Disiplin
U0486,Nasabah0486,pria,44,Denpasar,Freelancer,8000000,10072886,Menikah,57,Berkembang
U0487,Nasabah0487,wanita,24,Surabaya,Freelancer,9000000,22013619,Dana pensiun,30,Penabung Disiplin
U0488,Nasabah0488,pria,22,Medan,Guru,4500000,5935809,Dana darurat,35,Berkembang
U0489,Nasabah0489,wanita,47,Yogyakarta,Karyawan BUMN,7000000,11954078,Liburan,50,Numpang Lewat
U0490,Nasabah0490,pria,23,Bandung,PNS,4000000,5580875,Liburan,38,Penabung Disiplin
U0491,Nasabah0491,wanita,26,Bandung,Wiraswasta,6000000,12414217,Dana pendidikan anak,41,Penabung Disiplin
U0492,Nasabah0492,pria,43,Denpasar,Freelancer,6000000,9857118,Liburan,52,Penabung Disiplin
U0493,Nasabah0493,wanita,27,Surabaya,Karyawan swasta,4500000,4914181,Dana darurat,46,Berkembang
U0494,Nasabah0494,pria,22,Surabaya,PNS,10000000,20966074,Liburan,30,Penabung Disiplin
U0495,Nasabah0495,wanita,34,Surabaya,Freelancer,5000000,4587194,Dana pendidikan anak,56,Defisit
U0496,Nasabah0496,pria,42,Denpasar,Karyawan swasta,5000000,8556768,Liburan,64,Numpang Lewat
U0497,Nasabah0497,wanita,26,Jakarta,Karyawan swasta,4500000,3719947,Beli rumah,43,Defisit
U0498,Nasabah0498,pria,20,Surabaya,Guru,6000000,12585192,Beli mobil,34,Konsumtif
U0499,Nasabah0499,wanita,20,Denpasar,Karyawan BUMN,8000000,7843523,Liburan,39,Defisit
U0500,Nasabah0500,pria,29,Denpasar,Freelancer,5000000,9032016,Dana pensiun,37,Berkembang
U0501,Nasabah0501,wanita,25,Makassar,Freelancer,6000000,13879220,Dana darurat,29,Konsumtif
U0502,Nasabah0502,pria,47,Denpasar,Freelancer,9000000,16492378,Liburan,58,Konsumtif
U0503,Nasabah0503,wanita,37,Yogyakarta,Freelancer,6000000,3532398,Dana darurat,41,Defisit
U0504,Nasabah0504,pria,30,Bandung,Guru,9000000,20566051,Dana darurat,34,Numpang Lewat
U0505,Nasabah0505,wanita,20,Bandung,Karyawan swasta,10000000,19511020,Dana pendidikan anak,32,Berkembang
U0506,Nasabah0506,pria,24,Denpasar,Freelancer,9000000,20684066,Beli rumah,46,Berkembang
U0507,Nasabah0507,wanita,31,Yogyakarta,PNS,12000000,29695599,Beli rumah,36,Penabung Disiplin
U0508,Nasabah0508,pria,29,Makassar,Guru,4500000,7687825,Beli rumah,50,Berkembang
