trx_id,user_id,tanggal_waktu,arah,kategori,merchant_id,merchant_nama,metode,tujuan,nominal,saldo_setelah
T019556,U0130,2026-09-20 10:50:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,30297,1833989
T019557,U0130,2026-09-20 13:53:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,46767,1787222
T019560,U0130,2026-09-21 06:09:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18023,1769199
T019559,U0130,2026-09-21 14:39:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,36268,1732931
T019561,U0130,2026-09-22 14:12:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,36686,1696245
T019562,U0130,2026-09-23 14:45:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,44912,1651333
T019563,U0130,2026-09-24 11:12:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,48357,1602976
T019564,U0130,2026-09-24 18:02:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14531,1588445
T019568,U0130,2026-09-25 06:11:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16378,1572067
T019565,U0130,2026-09-25 08:07:00,masuk,Gaji,,,Transfer,BNI,4000000,5572067
T019567,U0130,2026-09-25 10:52:00,keluar,Investasi,,,Transfer,BNI,1196903,4375164
T019569,U0130,2026-09-25 22:16:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,152588,4222576
T019570,U0130,2026-09-26 12:05:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,36052,4186524
T019566,U0130,2026-09-26 15:30:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,349985,3836539
T019571,U0130,2026-09-26 22:51:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,126878,3709661
T019572,U0130,2026-09-27 11:48:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,41353,3668308
T019573,U0131,2026-07-01 10:34:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,22854,2567034
T019574,U0131,2026-07-03 09:09:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,684585,1882449
T019575,U0131,2026-07-03 09:09:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,1165805,716644
T019577,U0131,2026-07-03 10:36:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,29480,687164
T019576,U0131,2026-07-03 11:47:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,33474,653690
T019578,U0131,2026-07-03 20:03:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,59330,594360
T019579,U0131,2026-07-04 14:25:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,37254,557106
T019580,U0131,2026-07-05 11:19:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,43687,513419
T019581,U0131,2026-07-05 18:39:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,26798,486621
T019582,U0131,2026-07-06 13:16:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,33566,453055
T019583,U0131,2026-07-06 21:01:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,27924,425131
T019586,U0131,2026-07-07 07:19:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,32880,392251
T019584,U0131,2026-07-07 10:09:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,29211,363040
T019585,U0131,2026-07-07 14:06:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,36653,326387
T019587,U0131,2026-07-08 09:28:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,20787,305600
T019588,U0131,2026-07-08 11:34:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,36924,268676
T019589,U0131,2026-07-09 14:08:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,40875,227801
T019590,U0131,2026-07-10 12:18:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,37055,190746
T019591,U0131,2026-07-12 10:05:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,22361,168385
T019592,U0131,2026-07-12 14:50:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,37997,130388
T019593,U0131,2026-07-12 18:29:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,49219,81169
T019594,U0131,2026-07-13 15:39:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,24787,56382
T019595,U0131,2026-07-15 11:46:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,37687,18695
T019596,U0131,2026-07-16 14:44:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,17760,934
T019597,U0131,2026-07-17 13:15:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,888,46
T019598,U0131,2026-07-18 09:26:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,44,2
T019600,U0131,2026-07-19 09:30:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,2,0
T019599,U0131,2026-07-19 11:53:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,0,0
T019601,U0131,2026-07-20 07:13:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,0,0
T019602,U0131,2026-07-22 12:42:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,0,0
T019603,U0131,2026-07-22 20:23:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,0,0
T019604,U0131,2026-07-23 17:14:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,0,0
T019605,U0131,2026-07-25 10:06:00,masuk,Gaji,,,Transfer,BNI,6000000,6000000
T019608,U0131,2026-07-25 11:47:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,45254,5954746
T019607,U0131,2026-07-25 14:31:00,keluar,Life Goals,,,Transfer,BNI,391172,5563574
T019609,U0131,2026-07-26 11:43:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,35135,5528439
T019610,U0131,2026-07-27 09:09:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,24398,5504041
T019606,U0131,2026-07-27 19:56:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1769269,3734772
T019611,U0131,2026-07-28 11:09:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,38590,3696182
T019612,U0131,2026-07-29 10:08:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,25370,3670812
T019613,U0131,2026-07-29 14:31:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,38148,3632664
T019614,U0131,2026-07-30 13:05:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,37175,3595489
T019615,U0131,2026-08-02 07:08:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,23885,3571604
T019617,U0131,2026-08-02 13:36:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,30013,3541591
T019616,U0131,2026-08-02 14:02:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,45375,3496216
T019618,U0131,2026-08-03 06:40:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,806455,2689761
T019619,U0131,2026-08-03 06:40:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,1165805,1523956
T019620,U0131,2026-08-04 08:48:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,26572,1497384
T019621,U0131,2026-08-04 11:07:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,40755,1456629
T019622,U0131,2026-08-05 19:29:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,26168,1430461
T019623,U0131,2026-08-07 21:06:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,30071,1400390
T019624,U0131,2026-08-08 13:50:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,45629,1354761
T019625,U0131,2026-08-10 15:13:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,32055,1322706
T019626,U0131,2026-08-11 09:31:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,23477,1299229
T019627,U0131,2026-08-11 22:29:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,81310,1217919
T019628,U0131,2026-08-12 19:02:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,27313,1190606
T019629,U0131,2026-08-13 08:19:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,21843,1168763
T019630,U0131,2026-08-14 10:20:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,27855,1140908
T019631,U0131,2026-08-15 14:19:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,34315,1106593
T019632,U0131,2026-08-16 13:55:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,33065,1073528
T019633,U0131,2026-08-18 10:32:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,23832,1049696
T019634,U0131,2026-08-19 17:21:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,28895,1020801
T019635,U0131,2026-08-20 07:11:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,20713,1000088
T019636,U0131,2026-08-20 12:41:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,39672,960416
T019637,U0131,2026-08-21 11:01:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,43657,916759
T019638,U0131,2026-08-22 17:40:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,29439,887320
T019639,U0131,2026-08-24 15:37:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,25172,862148
T019640,U0131,2026-08-24 16:54:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,57122,805026
T019641,U0131,2026-08-25 10:01:00,masuk,Gaji,,,Transfer,BNI,6000000,6805026
T019644,U0131,2026-08-25 14:56:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,42784,6762242
T019643,U0131,2026-08-26 19:26:00,keluar,Investasi,,,Transfer,BNI,391172,6371070
T019646,U0131,2026-08-27 09:05:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,27915,6343155
T019645,U0131,2026-08-27 10:30:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,25578,6317577
T019642,U0131,2026-08-27 13:20:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1769269,4548308
T019647,U0131,2026-08-29 07:53:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,29428,4518880
T019648,U0131,2026-08-29 11:48:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,40213,4478667
T019649,U0131,2026-08-31 11:37:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,32580,4446087
T019651,U0131,2026-08-31 16:57:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,56594,4389493
T019650,U0131,2026-08-31 18:15:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,24954,4364539
T019652,U0131,2026-09-01 10:36:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,24280,4340259
T019653,U0131,2026-09-01 14:38:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,33495,4306764
T019654,U0131,2026-09-03 07:41:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,803350,3503414
T019655,U0131,2026-09-03 07:41:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,1165805,2337609
T019657,U0131,2026-09-03 13:25:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,34296,2303313
T019656,U0131,2026-09-03 13:31:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32430,2270883
T019658,U0131,2026-09-04 08:58:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,24431,2246452
T019659,U0131,2026-09-05 12:10:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,34278,2212174
T019660,U0131,2026-09-08 19:04:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,29102,2183072
T019661,U0131,2026-09-09 14:08:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,32018,2151054
T019662,U0131,2026-09-09 15:46:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,24008,2127046
T019663,U0131,2026-09-10 07:36:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,28079,2098967
T019665,U0131,2026-09-11 10:21:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,34157,2064810
T019664,U0131,2026-09-11 14:41:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,35934,2028876
T019666,U0131,2026-09-12 10:15:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,24752,2004124
T019667,U0131,2026-09-14 13:09:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,35859,1968265
T019668,U0131,2026-09-15 09:49:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,22949,1945316
T019669,U0131,2026-09-15 14:06:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,38772,1906544
T019670,U0131,2026-09-15 20:00:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,32517,1874027
T019671,U0131,2026-09-16 13:46:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,37164,1836863
T019672,U0131,2026-09-17 14:23:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,43447,1793416
T019673,U0131,2026-09-18 11:20:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,34783,1758633
T019674,U0131,2026-09-19 12:54:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,33340,1725293
T019675,U0131,2026-09-20 13:01:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,30593,1694700
T019676,U0131,2026-09-22 14:52:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,32153,1662547
T019677,U0131,2026-09-22 21:56:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,33659,1628888
T019678,U0131,2026-09-23 07:08:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,26959,1601929
T019679,U0131,2026-09-23 11:13:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,32310,1569619
T019680,U0131,2026-09-24 13:32:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,37328,1532291
T019681,U0131,2026-09-25 08:18:00,masuk,Gaji,,,Transfer,BNI,6000000,7532291
T019683,U0131,2026-09-25 12:55:00,keluar,Life Goals,,,Transfer,BNI,391172,7141119
T019684,U0131,2026-09-25 21:15:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,58497,7082622
T019685,U0131,2026-09-27 13:16:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,33707,7048915
T019682,U0131,2026-09-27 17:01:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1769269,5279646
T019687,U0132,2026-07-01 10:49:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,13645,3602638
T019686,U0132,2026-07-01 13:14:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,17791,3584847
T019688,U0132,2026-07-03 07:16:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,533060,3051787
T019689,U0132,2026-07-03 07:16:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,632885,2418902
T019690,U0132,2026-07-08 13:47:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,127837,2291065
T019691,U0132,2026-07-09 13:39:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,116488,2174577
T019692,U0132,2026-07-10 13:37:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,23657,2150920
T019693,U0132,2026-07-13 20:50:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14072,2136848
T019694,U0132,2026-07-16 14:15:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,20478,2116370
T019695,U0132,2026-07-17 14:12:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,23542,2092828
T019696,U0132,2026-07-18 16:01:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,13414,2079414
T019697,U0132,2026-07-21 14:14:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,19618,2059796
T019699,U0132,2026-07-22 11:54:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14789,2045007
T019698,U0132,2026-07-22 14:46:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,19292,2025715
T019700,U0132,2026-07-24 13:35:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,18426,2007289
T019701,U0132,2026-07-24 14:56:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,96140,1911149
T019702,U0132,2026-07-25 08:14:00,masuk,Gaji,,,Transfer,BNI,8000000,9911149
T019703,U0132,2026-07-26 19:41:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,6214067,3697082
T019704,U0132,2026-07-27 20:03:00,keluar,Life Goals,,,Transfer,BNI,112217,3584865
T019705,U0132,2026-07-29 13:43:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,23488,3561377
T019707,U0132,2026-07-31 11:08:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14589,3546788
T019706,U0132,2026-07-31 14:12:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,21724,3525064
T019708,U0132,2026-08-03 07:42:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,471076,3053988
T019709,U0132,2026-08-03 07:42:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,632885,2421103
T019710,U0132,2026-08-03 13:28:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,18525,2402578
T019711,U0132,2026-08-05 17:56:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,13002,2389576
T019712,U0132,2026-08-06 13:30:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,22129,2367447
T019713,U0132,2026-08-06 19:20:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,106281,2261166
T019714,U0132,2026-08-08 08:25:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15787,2245379
T019715,U0132,2026-08-10 14:18:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,23343,2222036
T019716,U0132,2026-08-18 13:50:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,21869,2200167
T019717,U0132,2026-08-19 12:35:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,19729,2180438
T019718,U0132,2026-08-25 09:38:00,masuk,Gaji,,,Transfer,BNI,8000000,10180438
T019719,U0132,2026-08-25 12:06:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,6214067,3966371
T019722,U0132,2026-08-25 12:40:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,153595,3812776
T019721,U0132,2026-08-25 12:50:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,20276,3792500
T019720,U0132,2026-08-25 13:34:00,keluar,Life Goals,,,Transfer,BNI,112217,3680283
T019723,U0132,2026-08-27 07:26:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16648,3663635
T019724,U0132,2026-08-28 12:50:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,16791,3646844
T019725,U0132,2026-08-28 16:20:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18310,3628534
T019726,U0132,2026-09-01 11:26:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,12490,3616044
T019727,U0132,2026-09-03 07:51:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,570278,3045766
T019728,U0132,2026-09-03 07:51:00,keluar,Cicilan,,Cicilan,Autodebet,Merchant,632885,2412881
T019729,U0132,2026-09-04 06:31:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15738,2397143
T019730,U0132,2026-09-12 12:02:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,23683,2373460
T019731,U0132,2026-09-13 11:46:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17659,2355801
T019732,U0132,2026-09-14 11:47:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,18004,2337797
T019733,U0132,2026-09-17 21:24:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,14840,2322957
T019734,U0132,2026-09-18 14:04:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,20850,2302107
T019735,U0132,2026-09-18 15:42:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15862,2286245
T019736,U0132,2026-09-21 13:22:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,17377,2268868
T019737,U0132,2026-09-24 10:05:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17958,2250910
T019738,U0132,2026-09-25 09:30:00,masuk,Gaji,,,Transfer,BNI,8000000,10250910
T019741,U0132,2026-09-25 21:32:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16034,10234876
T019740,U0132,2026-09-26 10:56:00,keluar,Investasi,,,Transfer,BNI,112217,10122659
T019742,U0132,2026-09-26 20:24:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15936,10106723
T019739,U0132,2026-09-27 11:09:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,6214067,3892656
T019743,U0133,2026-06-30 09:41:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,16464,9660844
T019744,U0133,2026-07-02 12:13:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,34854,9625990
T019745,U0133,2026-07-03 06:10:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,756606,8869384
T019746,U0133,2026-07-03 14:55:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21693,8847691
T019747,U0133,2026-07-04 07:23:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,14332,8833359
T019748,U0133,2026-07-04 13:23:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21744,8811615
T019749,U0133,2026-07-04 19:47:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,108618,8702997
T019750,U0133,2026-07-06 10:34:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,16687,8686310
T019751,U0133,2026-07-06 21:07:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21087,8665223
T019752,U0133,2026-07-07 19:06:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18189,8647034
T019753,U0133,2026-07-08 12:32:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,33814,8613220
T019754,U0133,2026-07-08 18:04:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,19524,8593696
T019755,U0133,2026-07-09 08:45:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,14111,8579585
T019756,U0133,2026-07-09 11:32:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,33684,8545901
T019757,U0133,2026-07-10 09:00:00,keluar,Kopi,M003,Kopi Titik,QRIS,Merchant,16452,8529449
T019758,U0133,2026-07-10 14:37:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,32592,8496857
T019759,U0133,2026-07-12 14:42:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,30709,8466148
T019760,U0133,2026-07-13 09:51:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,17937,8448211
T019761,U0133,2026-07-13 19:32:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,17141,8431070
T019762,U0133,2026-07-14 18:19:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16805,8414265
T019763,U0133,2026-07-14 20:09:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,85250,8329015
T019764,U0133,2026-07-15 13:24:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,25409,8303606
T019765,U0133,2026-07-16 19:39:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,99425,8204181
T019766,U0133,2026-07-17 14:32:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21231,8182950
T019767,U0133,2026-07-18 12:39:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,27325,8155625
T019768,U0133,2026-07-20 07:47:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,16250,8139375
T019769,U0133,2026-07-21 08:10:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,15511,8123864
T019770,U0133,2026-07-22 12:51:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,26958,8096906
T019771,U0133,2026-07-23 08:45:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,17299,8079607
T019772,U0133,2026-07-25 08:14:00,masuk,Gaji,,,Transfer,BNI,9000000,17079607
T019775,U0133,2026-07-25 11:45:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,19857,17059750
T019776,U0133,2026-07-25 16:26:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,97017,16962733
T019777,U0133,2026-07-26 13:52:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,26012,16936721
T019778,U0133,2026-07-27 08:05:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,16889,16919832
T019773,U0133,2026-07-27 12:18:00,keluar,Top Up E-Wallet,,,Transfer,E-Wallet,1699614,15220218
T019774,U0133,2026-07-27 19:27:00,keluar,Life Goals,,,Transfer,BNI,661165,14559053
T019779,U0133,2026-07-28 15:40:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,19183,14539870
T019780,U0133,2026-07-29 08:03:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,13522,14526348
T019781,U0133,2026-07-29 14:36:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,34469,14491879
T019782,U0133,2026-07-30 12:14:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,26466,14465413
T019783,U0133,2026-07-30 15:00:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18403,14447010
T019784,U0133,2026-07-31 16:39:00,keluar,Belanja Online,M007,TokoRia,Debit,Merchant,70331,14376679
T019785,U0133,2026-08-01 12:04:00,keluar,Makan,M004,Nasi Bunda,Debit,Merchant,29425,14347254
T019786,U0133,2026-08-01 15:22:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,18977,14328277
T019789,U0133,2026-08-03 06:03:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,21722,14306555
T019787,U0133,2026-08-03 07:08:00,keluar,Tagihan,,Tagihan Listrik & Internet,Autodebet,Merchant,678274,13628281
T019788,U0133,2026-08-03 08:52:00,keluar,Kopi,M001,Kopi Kawan,QRIS,Merchant,13031,13615250
T019790,U0133,2026-08-04 11:33:00,keluar,Makan,M005,Warung Bu Sri,QRIS,Merchant,31329,13583921
T019791,U0133,2026-08-05 12:09:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,31195,13552726
T019792,U0133,2026-08-05 20:15:00,keluar,Hiburan,M008,Bioskop Nusantara,QRIS,Merchant,89702,13463024
T019793,U0133,2026-08-06 07:53:00,keluar,Transportasi,M006,JalanYuk,QRIS,Merchant,20357,13442667
T019794,U0133,2026-08-08 14:10:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,26757,13415910
T019795,U0133,2026-08-10 14:48:00,keluar,Makan,M004,Nasi Bunda,QRIS,Merchant,29667,13386243
T019796,U0133,2026-08-11 09:55:00,keluar,Kopi,M002,Ruang Seduh,QRIS,Merchant,18173,13368070
T019797,U0133,2026-08-11 11:46:00,keluar,Makan,M005,Warung Bu Sri,Debit,Merchant,33365,13334705
